Product Title,Product MRP,Discounted Price,Product Image URL,Product URL,Product Rating,Rating Count
Men Rapide Run M Running Shoes,Rs.5299,Rs.2119,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26516540/2024/3/20/aff448d3-2b64-41d8-aad1-0717db8e45211710912500184-ADIDAS-Men-Sports-Shoes-641710912499833-1.jpg",https://www.myntra.comsports-shoes/adidas/adidas-men-woven-design-rapide-run-m-running-shoes/26516540/buy,4.5,96
Men Solid Leather Casual Regular Boots,Rs.4799,Rs.2159,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/19438196/2022/8/9/f535cc32-eb49-4d10-814a-a61110d1572c1660023724725RedChiefFormalBootsForMens1.jpg",https://www.myntra.comboots/red+chief/red-chief-men-black-solid-leather-casual-regular-boots/19438196/buy,4.3,147
Women Adelina Slip-On Sneakers,Rs.3999,Rs.2199,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/23250854/2023/5/18/2935aef9-3e1c-4e81-ae50-6ded240715ac1684410985475AdelinaWomensBallerinaShoes1.jpg",https://www.myntra.comcasual-shoes/puma/puma-women-adelina-slip-on-sneakers/23250854/buy,4.5,3k
Women Go Run 400 Running Shoes,Rs.4499,Rs.2249,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26026342/2024/1/24/66c4516d-0c3b-4736-a6a7-e6290ec8740d1706097575132SportsShoesSkechersMenSportsShoesSkechersMenSportsShoesSkech1.jpg",https://www.myntra.comsports-shoes/skechers/skechers-women-go-run-400-running-shoes/26026342/buy,4.5,581
Men Go Run 400 Running Shoes,Rs.4499,Rs.2249,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26026366/2024/3/13/a490576f-990d-4ed6-b14f-355c0d5b10741710323306119-Skechers-Men-Sports-Shoes-5051710323305868-1.jpg",https://www.myntra.comsports-shoes/skechers/skechers-men-go-run-400-running-shoes/26026366/buy,4.4,383
Smashic Brand Logo Shoes,Rs.4499,Rs.2249,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/21767244/2023/1/31/07cba17f-726a-42c9-9dbe-d73c47e8008d1675143770493PumaSmashicUnisexSneakers2.jpg",https://www.myntra.comcasual-shoes/puma/puma-smashic-brand-logo-printed-casual-sneakers-shoes/21767244/buy,4.2,17.4k
Women Mesh Walking Shoes,Rs.7699,Rs.2309,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28130088/2024/3/27/844ff626-2b51-42be-aa8c-6ab99de80a0c1711539363539-Red-Tape-Drift-Men-Mesh-Walking-Shoes-1501711539363118-1.jpg",https://www.myntra.comsports-shoes/red+tape/red-tape-women-drift--mesh-walking-shoes/28130088/buy,4.3,652
Men Textured Walking Shoes,Rs.7699,Rs.2309,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/28132174/2024/3/27/034ebd9d-2e8e-4c7e-ad63-849fea2f6cad1711539379579-Red-Tape-Men-Textured-Lace-Up-Walking-Shoes-1541711539379219-1.jpg",https://www.myntra.comsports-shoes/red+tape/red-tape-men-textured-lace-up-walking-shoes/28132174/buy,4.2,1.9k
Men Woven Design Dash-Run,Rs.4999,Rs.2349,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/26516334/2024/2/20/7d027cba-0caa-48bd-bbc0-8cf45a2f20571708428306656-ADIDAS-Men-Woven-Design-Dash-Run-Shoes-8481708428305944-1.jpg",https://www.myntra.comsports-shoes/adidas/adidas-men-woven-design-dash-run-shoes/26516334/buy,4.3,197
Men Sneakers,Rs.5299,Rs.2384,"https://assets.myntassets.com/https://assets.myntassets.com/dpr_2,q_60,w_210,c_limit,fl_progressive/assets/images/7751765/2022/7/24/ebf7dca2-b508-48fe-84c8-16f2ceb0266d1658643750695RedChiefMenRustSneakers1.jpg",https://www.myntra.comcasual-shoes/red+chief/red-chief-men-rust-sneakers/7751765/buy,4,158
